RotationInterval(0-1s),PWMDutyCycle(0-1)
0.028385,0.6032
0.030992,0.6029
0.036253,0.5961
0.046775,0.5844
0.069399,0.5756
1.000000,0.5956
1.000000,0.6142
0.025313,0.6755
0.019081,0.8000
0.009701,0.6142
0.014489,0.6181
0.002569,0.6129
0.011795,0.6132
0.018456,0.5958
0.029831,0.5824
0.036245,0.6063
0.034116,0.6085
0.031046,0.6415
0.032512,0.6117
0.044691,0.6117
0.044809,0.5897
0.047627,0.6134
0.038131,0.6188
0.027986,0.6444
0.014193,0.6379
0.016402,0.6320
0.014838,0.6234
0.017829,0.6215
0.016098,0.6166
0.018981,0.6210
1.000000,0.0000
0.021355,0.5963
0.045452,0.6728
0.024968,0.5143
0.050768,0.6408
0.020609,0.6183
0.033595,0.5646
0.067953,0.5980
0.067834,0.5856
0.061596,0.6308
0.040675,0.5966
0.046030,0.5998
0.041810,0.5983
1.000000,0.5805
1.000000,0.5834
0.028110,0.6269
0.037782,0.7155
0.001038,0.5902
0.015994,0.5744
1.000000,0.0000
0.073535,0.5744
0.037767,0.6183
0.068360,0.4694
0.077996,0.6242
0.036780,0.5690
0.073626,0.5587
0.094355,0.5839
0.124742,0.5839
0.158709,0.5758
0.092531,0.5993
0.072726,0.5988
0.057827,0.6161
0.035949,0.6049
0.035984,0.5780
0.054640,0.5387
0.102054,0.5560
0.169772,0.5619
0.108520,0.5819
0.078683,0.6100
0.070120,0.5934
0.067862,0.5910
0.059456,0.5878
0.065808,0.5836
0.076045,0.5780
0.076096,0.5773
0.079148,0.5832
0.074096,0.5900
0.057440,0.5958
0.050890,0.5895
0.058289,0.5817
0.078317,0.5746
0.132261,0.5751
0.197264,0.5817
0.109165,0.6020
0.051060,0.6271
1.000000,0.0000
1.000000,0.5541
1.000000,0.5739
0.021837,0.6098
0.043571,0.6283
1.000000,0.0000
1.000000,0.5495
1.000000,0.5338
1.000000,0.5179
1.000000,0.5775
0.012896,0.8000
0.026100,0.4100
0.028035,0.5543
1.000000,0.0000
1.000000,0.5343
1.000000,0.4779
1.000000,0.4232
0.041460,0.7145
0.004690,0.5443
1.000000,0.4567
1.000000,0.4618
1.000000,0.5819
0.014469,0.7617
0.002986,0.4684
0.015502,0.5814
1.000000,0.5626
1.000000,0.5436
0.027392,0.6164
0.027330,0.7678
0.014271,0.5121
0.042595,0.5617
1.000000,0.5372
1.000000,0.5485
0.024581,0.6098
0.023794,0.7485
0.018974,0.5751
0.005472,0.6051
0.028059,0.5372
0.099660,0.5700
1.000000,0.5766
1.000000,0.5978
