RotationInterval(0-1s),PWMDutyCycle(0-1)
0.115800,0.6137
0.092923,0.6230
0.070381,0.6161
0.063294,0.6112
0.065358,0.6088
0.078194,0.6076
0.080356,0.6059
0.091725,0.6044
0.111235,0.6039
0.112038,0.6039
0.122006,0.6029
0.128683,0.6024
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
0.044786,0.6628
0.260076,0.6212
0.312709,0.6249
1.000000,0.6120
0.124988,0.6632
0.182621,0.6210
0.195852,0.6266
0.311285,0.6215
1.000000,0.6266
0.199715,0.6640
0.214211,0.6249
0.324121,0.6291
0.345213,0.6308
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
0.136963,0.6628
0.168728,0.6254
1.000000,0.6242
0.470200,0.6496
0.191233,0.6369
0.158739,0.6271
0.185968,0.6198
0.188146,0.6195
0.204991,0.6173
0.233369,0.6168
0.287601,0.6181
0.246789,0.6210
0.261491,0.6183
1.000000,0.6190
0.175626,0.6623
0.259366,0.6225
0.241909,0.6293
0.304911,0.6252
0.510286,0.6274
0.163237,0.6381
0.170923,0.6190
1.000000,0.6178
0.092386,0.6642
0.124638,0.6195
0.134114,0.6254
0.150950,0.6183
0.190935,0.6166
0.272586,0.6161
0.251931,0.6203
0.406196,0.6183
1.000000,0.6271
0.109750,0.6625
0.204072,0.6222
0.278475,0.6288
0.242021,0.6286
0.256871,0.6242
0.204361,0.6230
0.150223,0.6195
0.180362,0.6149
0.239760,0.6159
0.270625,0.6193
0.225842,0.6208
0.275081,0.6176
0.304648,0.6205
1.000000,0.6230
0.043021,0.6623
1.000000,0.6195
0.221859,0.6567
0.286412,0.6274
1.000000,0.6313
0.129550,0.6664
0.178089,0.6239
0.218380,0.6281
1.000000,0.6249
1.000000,0.6657
1.000000,0.6664
1.000000,0.6591
1.000000,0.6606
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
0.093649,0.6733
0.072052,0.6464
0.094302,0.6159
0.103942,0.6283
0.079528,0.6415
0.118838,0.6215
1.000000,0.5976
0.137128,0.6576
1.000000,0.6071
0.064883,0.6591
0.122201,0.6342
0.112758,0.6466
1.000000,0.6039
0.029418,0.6613
1.000000,0.6061
1.000000,0.6374
0.220122,0.6562
0.174129,0.6147
0.143423,0.6357
0.074097,0.6410
0.071933,0.6242
0.114219,0.5990
0.176906,0.6024
0.231549,0.6081
0.193448,0.6144
0.151871,0.6164
0.114638,0.6337
0.231226,0.6105
1.000000,0.6078
0.144554,0.6642
0.276354,0.6085
0.317271,0.6261
0.229007,0.6181
0.170186,0.6198
0.103695,0.6422
0.089752,0.6129
0.233428,0.5985
0.101141,0.6430
0.123027,0.6002
0.244013,0.6068
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
0.035563,0.6698
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
1.000000,0.0000
0.009494,0.6532
0.064605,0.6474
0.075004,0.6349
0.089236,0.6332
0.093341,0.6230
0.087766,0.6332
1.000000,0.6000
0.024645,0.6813
0.101743,0.6227
0.100082,0.6474
0.072812,0.6361
0.060139,0.6359
0.055883,0.6247
0.118738,0.5919
0.183791,0.6046
0.238141,0.6024
0.131124,0.6305
0.107056,0.6142
0.163305,0.6127
1.000000,0.6063
0.217196,0.6388
0.146462,0.6288
1.000000,0.6059
0.011731,0.6803
0.110929,0.6366
0.175272,0.6159
0.182540,0.6254
0.150460,0.6188
0.307982,0.5917
1.000000,0.6032
0.081609,0.6606
0.083858,0.6303
